"","provincia","sex","branch","2011","2013","2015"
"1168","Quillota","Mujer","Explotación de Minas y Canteras",471299,195703,683951
"1169","Quillota","Mujer","Industrias Manufactureras",171569,155066,191373
"1170","Quillota","Mujer","Electricidad, Gas y Agua",54700,NA,400000
"1171","Quillota","Mujer","Construcción",213606,527458,246273
"1172","Quillota","Mujer","Comercio",254598,200567,204198
"1173","Quillota","Mujer","Hoteles y Restaurantes",188551,201966,183159
"1174","Quillota","Mujer","Transporte, Almacenamiento y Comunicaciones",216748,365591,361571
"1175","Quillota","Mujer","Intermediación Financiera",323612,240000,501945
"1176","Quillota","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",323830,285689,177916
"1177","Quillota","Mujer","Administración Pública y Defensa",363867,312225,375450
"1178","Quillota","Mujer","Enseñanza",311975,340776,458115
"1179","Quillota","Mujer","Servicios Sociales y de Salud",321518,657813,362438
"1180","Quillota","Mujer","Otras Actividades de Servicios",174587,251016,230663
"1181","Quillota","Mujer","Servicio Doméstico",176075,153634,153384
"1182","Ranco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",304569,366183,322369
"1183","Ranco","Hombre","Pesca",459513,277699,335631
"1184","Ranco","Hombre","Explotación de Minas y Canteras",467503,487934,436415
"1185","Ranco","Hombre","Industrias Manufactureras",292266,303559,323741
"1186","Ranco","Hombre","Electricidad, Gas y Agua",260588,264871,388618
"1187","Ranco","Hombre","Construcción",269432,242096,330304
"1188","Ranco","Hombre","Comercio",285338,224835,292814
"1189","Ranco","Hombre","Hoteles y Restaurantes",598769,276599,205382
"1190","Ranco","Hombre","Transporte, Almacenamiento y Comunicaciones",339194,299157,355747
"1191","Ranco","Hombre","Intermediación Financiera",284369,695304,307718
"1192","Ranco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",366120,422466,450432
"1193","Ranco","Hombre","Administración Pública y Defensa",674863,487132,666995
"1194","Ranco","Hombre","Enseñanza",356609,455933,503971
"1195","Ranco","Hombre","Servicios Sociales y de Salud",555149,1481832,465986
"1196","Ranco","Hombre","Otras Actividades de Servicios",149929,169885,229950
"1197","Ranco","Hombre","Servicio Doméstico",197457,247435,155039
"1198","Ranco","Hombre","No Bien Especificado",328200,229847,NA
"1199","Ranco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",206059,118994,215620
"1200","Ranco","Mujer","Pesca",235210,NA,2000000
"1201","Ranco","Mujer","Explotación de Minas y Canteras",80956,284211,NA
"1202","Ranco","Mujer","Industrias Manufactureras",285020,176289,224162
"1203","Ranco","Mujer","Electricidad, Gas y Agua",196920,NA,350000
"1204","Ranco","Mujer","Construcción",615375,162198,747614
"1205","Ranco","Mujer","Comercio",217492,168067,181762
"1206","Ranco","Mujer","Hoteles y Restaurantes",216577,221495,223614
"1207","Ranco","Mujer","Transporte, Almacenamiento y Comunicaciones",252412,168174,362349
"1208","Ranco","Mujer","Intermediación Financiera",263199,400000,50000
"1209","Ranco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",493994,405486,257033
"1210","Ranco","Mujer","Administración Pública y Defensa",453047,694600,375146
"1211","Ranco","Mujer","Enseñanza",472729,334139,349029
"1212","Ranco","Mujer","Servicios Sociales y de Salud",374051,382274,386458
"1213","Ranco","Mujer","Otras Actividades de Servicios",201153,145281,537368
"1214","Ranco","Mujer","Servicio Doméstico",141713,173008,161513
"1215","San Antonio","Hombre","Agricultura, Ganadería, Caza y Silvicultura",314321,275943,370735
"1216","San Antonio","Hombre","Pesca",230462,126249,207482
"1217","San Antonio","Hombre","Explotación de Minas y Canteras",231736,483473,501043
"1218","San Antonio","Hombre","Industrias Manufactureras",242043,257446,355286
"1219","San Antonio","Hombre","Electricidad, Gas y Agua",142220,301429,396028
"1220","San Antonio","Hombre","Construcción",345225,313496,325716
"1221","San Antonio","Hombre","Comercio",357833,402853,347279
"1222","San Antonio","Hombre","Hoteles y Restaurantes",248190,198812,295577
"1223","San Antonio","Hombre","Transporte, Almacenamiento y Comunicaciones",332259,339355,393986
"1224","San Antonio","Hombre","Intermediación Financiera",601700,200000,725356
"1225","San Antonio","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",268562,675534,557317
"1226","San Antonio","Hombre","Administración Pública y Defensa",599721,508688,450061
"1227","San Antonio","Hombre","Enseñanza",414935,746709,676970
"1228","San Antonio","Hombre","Servicios Sociales y de Salud",820338,379284,604846
"1229","San Antonio","Hombre","Otras Actividades de Servicios",337694,362521,325192
"1230","San Antonio","Hombre","Servicio Doméstico",245675,238547,240535
"1231","San Antonio","Mujer","Agricultura, Ganadería, Caza y Silvicultura",170611,172454,305636
"1232","San Antonio","Mujer","Industrias Manufactureras",298513,222355,266522
"1233","San Antonio","Mujer","Construcción",287560,458437,231281
"1234","San Antonio","Mujer","Comercio",199590,235908,248031
"1235","San Antonio","Mujer","Hoteles y Restaurantes",284445,198678,197219
"1236","San Antonio","Mujer","Transporte, Almacenamiento y Comunicaciones",266082,329407,410778
"1237","San Antonio","Mujer","Intermediación Financiera",350080,848060,298512
"1238","San Antonio","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",234381,222007,470099
"1239","San Antonio","Mujer","Administración Pública y Defensa",292519,483639,468510
"1240","San Antonio","Mujer","Enseñanza",375495,289287,371393
"1241","San Antonio","Mujer","Servicios Sociales y de Salud",263594,383661,375957
"1242","San Antonio","Mujer","Otras Actividades de Servicios",203715,182351,207123
"1243","San Antonio","Mujer","Servicio Doméstico",132239,140063,146722
"1244","San Felipe","Hombre","Agricultura, Ganadería, Caza y Silvicultura",283549,233899,292940
"1245","San Felipe","Hombre","Explotación de Minas y Canteras",659705,629716,674121
"1246","San Felipe","Hombre","Industrias Manufactureras",433462,298086,347850
"1247","San Felipe","Hombre","Electricidad, Gas y Agua",354432,210000,445913
"1248","San Felipe","Hombre","Construcción",293613,287005,316128
"1249","San Felipe","Hombre","Comercio",286567,259021,336793
"1250","San Felipe","Hombre","Hoteles y Restaurantes",366766,234834,281396
"1251","San Felipe","Hombre","Transporte, Almacenamiento y Comunicaciones",321084,455898,438292
"1252","San Felipe","Hombre","Intermediación Financiera",382796,NA,549471
"1253","San Felipe","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1200571,1426459,592541
"1254","San Felipe","Hombre","Administración Pública y Defensa",319319,428416,317446
"1255","San Felipe","Hombre","Enseñanza",429568,479686,575794
"1256","San Felipe","Hombre","Servicios Sociales y de Salud",241773,317870,542324
"1257","San Felipe","Hombre","Otras Actividades de Servicios",248682,345027,353926
"1258","San Felipe","Hombre","Servicio Doméstico",419525,182574,184504
"1259","San Felipe","Mujer","Agricultura, Ganadería, Caza y Silvicultura",188615,211714,274537
"1260","San Felipe","Mujer","Explotación de Minas y Canteras",270488,267261,396459
"1261","San Felipe","Mujer","Industrias Manufactureras",199469,170688,184400
"1262","San Felipe","Mujer","Electricidad, Gas y Agua",35008,230791,287563
"1263","San Felipe","Mujer","Construcción",494031,180000,377421
"1264","San Felipe","Mujer","Comercio",213235,175202,271644
"1265","San Felipe","Mujer","Hoteles y Restaurantes",199971,200364,229384
"1266","San Felipe","Mujer","Transporte, Almacenamiento y Comunicaciones",232985,346918,238229
"1267","San Felipe","Mujer","Intermediación Financiera",625755,210000,460914
"1268","San Felipe","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",202084,227968,417442
"1269","San Felipe","Mujer","Administración Pública y Defensa",512249,334667,334664
"1270","San Felipe","Mujer","Enseñanza",386799,342894,375053
"1271","San Felipe","Mujer","Servicios Sociales y de Salud",274351,301624,417025
"1272","San Felipe","Mujer","Otras Actividades de Servicios",361577,172719,330850
"1273","San Felipe","Mujer","Servicio Doméstico",148623,159778,150647
"1274","Santiago","Hombre","Agricultura, Ganadería, Caza y Silvicultura",921264,529260,546140
"1275","Santiago","Hombre","Pesca",1258100,NA,825264
"1276","Santiago","Hombre","Explotación de Minas y Canteras",1287201,1133707,1713232
"1277","Santiago","Hombre","Industrias Manufactureras",499392,484311,499243
"1278","Santiago","Hombre","Electricidad, Gas y Agua",1101372,769973,1173198
"1279","Santiago","Hombre","Construcción",480142,523185,543114
"1280","Santiago","Hombre","Comercio",567447,440514,502031
"1281","Santiago","Hombre","Hoteles y Restaurantes",405045,368283,386314
"1282","Santiago","Hombre","Transporte, Almacenamiento y Comunicaciones",522078,524099,586595
"1283","Santiago","Hombre","Intermediación Financiera",1276340,1243808,1255743
"1284","Santiago","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1033240,1140901,1042198
"1285","Santiago","Hombre","Administración Pública y Defensa",812122,761154,883587
"1286","Santiago","Hombre","Enseñanza",708048,735594,838152
"1287","Santiago","Hombre","Servicios Sociales y de Salud",1092167,915093,1271580
"1288","Santiago","Hombre","Otras Actividades de Servicios",624794,511231,523501
"1289","Santiago","Hombre","Servicio Doméstico",369359,257813,310745
"1290","Santiago","Hombre","Organizaciones y Órganos Extraterritoriales",1396827,344258,3234869
"1291","Santiago","Hombre","No Bien Especificado",304856,652040,270364
"1292","Santiago","Mujer","Agricultura, Ganadería, Caza y Silvicultura",1051272,1131745,463260
"1293","Santiago","Mujer","Pesca",492300,150000,416839
"1294","Santiago","Mujer","Explotación de Minas y Canteras",1582072,1169391,1338175
"1295","Santiago","Mujer","Industrias Manufactureras",442806,319368,379513
"1296","Santiago","Mujer","Electricidad, Gas y Agua",659899,872409,692012
"1297","Santiago","Mujer","Construcción",735130,527918,490774
"1298","Santiago","Mujer","Comercio",331140,280381,315933
"1299","Santiago","Mujer","Hoteles y Restaurantes",256374,282547,295275
"1300","Santiago","Mujer","Transporte, Almacenamiento y Comunicaciones",462865,486678,549107
"1301","Santiago","Mujer","Intermediación Financiera",652078,851136,787311
"1302","Santiago","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",778850,658924,662968
"1303","Santiago","Mujer","Administración Pública y Defensa",590739,683589,713591
"1304","Santiago","Mujer","Enseñanza",476296,554454,543003
"1305","Santiago","Mujer","Servicios Sociales y de Salud",660808,567560,625063
"1306","Santiago","Mujer","Otras Actividades de Servicios",467952,413615,391891
"1307","Santiago","Mujer","Servicio Doméstico",210913,207727,259410
"1308","Santiago","Mujer","Organizaciones y Órganos Extraterritoriales",331802,1046235,1124614
"1309","Santiago","Mujer","No Bien Especificado",281616,474442,319758
"1310","Talagante","Hombre","Agricultura, Ganadería, Caza y Silvicultura",239781,249580,464272
"1311","Talagante","Hombre","Explotación de Minas y Canteras",1217090,269888,1528715
"1312","Talagante","Hombre","Industrias Manufactureras",355942,438651,401789
"1313","Talagante","Hombre","Electricidad, Gas y Agua",1102953,232236,759025
"1314","Talagante","Hombre","Construcción",396479,379716,393304
"1315","Talagante","Hombre","Comercio",452720,362395,439331
"1316","Talagante","Hombre","Hoteles y Restaurantes",469421,343613,387210
"1317","Talagante","Hombre","Transporte, Almacenamiento y Comunicaciones",547548,361929,400253
"1318","Talagante","Hombre","Intermediación Financiera",1033560,592856,1156788
"1319","Talagante","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",719671,1310141,1129575
"1320","Talagante","Hombre","Administración Pública y Defensa",762724,654171,506807
"1321","Talagante","Hombre","Enseñanza",668432,584087,521551
"1322","Talagante","Hombre","Servicios Sociales y de Salud",1440600,279715,835199
"1323","Talagante","Hombre","Otras Actividades de Servicios",792249,279336,319878
"1324","Talagante","Hombre","Servicio Doméstico",217749,343426,299612
"1325","Talagante","Mujer","Agricultura, Ganadería, Caza y Silvicultura",177440,197651,208860
"1326","Talagante","Mujer","Explotación de Minas y Canteras",185980,NA,NA
"1327","Talagante","Mujer","Industrias Manufactureras",311622,306140,247700
"1328","Talagante","Mujer","Construcción",240680,589841,604306
"1329","Talagante","Mujer","Comercio",297853,193416,248058
"1330","Talagante","Mujer","Hoteles y Restaurantes",373455,219439,264910
"1331","Talagante","Mujer","Transporte, Almacenamiento y Comunicaciones",459807,272003,381802
"1332","Talagante","Mujer","Intermediación Financiera",478016,776605,1463636
"1333","Talagante","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",411199,678227,632706
"1334","Talagante","Mujer","Administración Pública y Defensa",236622,542421,601872
"1335","Talagante","Mujer","Enseñanza",378351,345061,373959
"1336","Talagante","Mujer","Servicios Sociales y de Salud",482935,430580,360393
"1337","Talagante","Mujer","Otras Actividades de Servicios",626580,248507,319637
"1338","Talagante","Mujer","Servicio Doméstico",299366,162063,185192
"1339","Talca","Hombre","Agricultura, Ganadería, Caza y Silvicultura",259509,238639,304336
"1340","Talca","Hombre","Pesca",142751,220078,238777
"1341","Talca","Hombre","Explotación de Minas y Canteras",496703,581877,615690
"1342","Talca","Hombre","Industrias Manufactureras",362516,300187,416765
"1343","Talca","Hombre","Electricidad, Gas y Agua",613854,712599,515997
"1344","Talca","Hombre","Construcción",321222,325113,452959
"1345","Talca","Hombre","Comercio",394740,272299,342649
"1346","Talca","Hombre","Hoteles y Restaurantes",362144,405354,379844
"1347","Talca","Hombre","Transporte, Almacenamiento y Comunicaciones",411217,404196,443876
"1348","Talca","Hombre","Intermediación Financiera",620952,1790072,693818
"1349","Talca","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",582345,623229,921858
"1350","Talca","Hombre","Administración Pública y Defensa",550107,693929,599172
"1351","Talca","Hombre","Enseñanza",463792,539777,835271
"1352","Talca","Hombre","Servicios Sociales y de Salud",555678,651696,944607
"1353","Talca","Hombre","Otras Actividades de Servicios",246189,336293,306055
"1354","Talca","Hombre","Servicio Doméstico",256830,140598,261745
"1355","Talca","Mujer","Agricultura, Ganadería, Caza y Silvicultura",160154,199055,217673
"1356","Talca","Mujer","Pesca",32820,NA,NA
"1357","Talca","Mujer","Industrias Manufactureras",184161,250610,298310
"1358","Talca","Mujer","Electricidad, Gas y Agua",218800,181788,385811
"1359","Talca","Mujer","Construcción",305675,379360,855103
"1360","Talca","Mujer","Comercio",232453,190475,223820
"1361","Talca","Mujer","Hoteles y Restaurantes",232380,239354,228901
"1362","Talca","Mujer","Transporte, Almacenamiento y Comunicaciones",466908,247405,307083
"1363","Talca","Mujer","Intermediación Financiera",577626,245208,615588
"1364","Talca","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",392316,806666,928948
"1365","Talca","Mujer","Administración Pública y Defensa",475204,511246,514034
"1366","Talca","Mujer","Enseñanza",384224,406415,482814
"1367","Talca","Mujer","Servicios Sociales y de Salud",428139,504582,398339
"1368","Talca","Mujer","Otras Actividades de Servicios",302006,187491,256259
"1369","Talca","Mujer","Servicio Doméstico",130657,130148,153445
"1370","Tamarugal","Hombre","Agricultura, Ganadería, Caza y Silvicultura",255842,159613,207014
"1371","Tamarugal","Hombre","Explotación de Minas y Canteras",509857,534993,528163
"1372","Tamarugal","Hombre","Industrias Manufactureras",689739,215634,390440
"1373","Tamarugal","Hombre","Construcción",339549,301596,354111
"1374","Tamarugal","Hombre","Comercio",357534,302615,303019
"1375","Tamarugal","Hombre","Hoteles y Restaurantes",164320,270288,355667
"1376","Tamarugal","Hombre","Transporte, Almacenamiento y Comunicaciones",411440,377506,395568
"1377","Tamarugal","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",531780,378403,467661
"1378","Tamarugal","Hombre","Administración Pública y Defensa",392184,389582,594253
"1379","Tamarugal","Hombre","Enseñanza",235210,249151,728803
"1380","Tamarugal","Hombre","Servicios Sociales y de Salud",199108,NA,500000
"1381","Tamarugal","Hombre","Otras Actividades de Servicios",504697,105517,381714
"1382","Tamarugal","Hombre","Servicio Doméstico",183792,274194,268788
"1383","Tamarugal","Mujer","Agricultura, Ganadería, Caza y Silvicultura",162028,158500,130676
"1384","Tamarugal","Mujer","Explotación de Minas y Canteras",258613,376614,460750
"1385","Tamarugal","Mujer","Industrias Manufactureras",153421,172195,164870
"1386","Tamarugal","Mujer","Construcción",166625,300000,673077
"1387","Tamarugal","Mujer","Comercio",240632,191599,212801
"1388","Tamarugal","Mujer","Hoteles y Restaurantes",275131,245763,259849
"1389","Tamarugal","Mujer","Transporte, Almacenamiento y Comunicaciones",197273,137463,367895
"1390","Tamarugal","Mujer","Intermediación Financiera",218800,NA,225333
"1391","Tamarugal","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",113322,419310,332039
"1392","Tamarugal","Mujer","Administración Pública y Defensa",316452,422661,350900
"1393","Tamarugal","Mujer","Enseñanza",328765,388583,364777
"1394","Tamarugal","Mujer","Servicios Sociales y de Salud",440231,313438,363315
"1395","Tamarugal","Mujer","Otras Actividades de Servicios",226973,279629,308735
"1396","Tamarugal","Mujer","Servicio Doméstico",111881,102500,162316
"1397","Tierra del Fuego","Hombre","Agricultura, Ganadería, Caza y Silvicultura",3273464,341772,397322
"1398","Tierra del Fuego","Hombre","Pesca",368952,361163,418766
"1399","Tierra del Fuego","Hombre","Explotación de Minas y Canteras",469914,459827,292118
"1400","Tierra del Fuego","Hombre","Industrias Manufactureras",419256,346314,427672
"1401","Tierra del Fuego","Hombre","Construcción",621222,302675,433580
"1402","Tierra del Fuego","Hombre","Comercio",477248,287624,355547
"1403","Tierra del Fuego","Hombre","Hoteles y Restaurantes",8216000,NA,754651
"1404","Tierra del Fuego","Hombre","Transporte, Almacenamiento y Comunicaciones",522363,764005,425515
"1405","Tierra del Fuego","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",849212,374883,287255
"1406","Tierra del Fuego","Hombre","Administración Pública y Defensa",613384,658880,834818
"1407","Tierra del Fuego","Hombre","Enseñanza",517696,961727,495745
"1408","Tierra del Fuego","Hombre","Otras Actividades de Servicios",266737,1000000,379787
"1409","Tierra del Fuego","Mujer","Pesca",274213,250000,337712
"1410","Tierra del Fuego","Mujer","Industrias Manufactureras",319080,274000,292173
"1411","Tierra del Fuego","Mujer","Comercio",381934,346604,307684
"1412","Tierra del Fuego","Mujer","Hoteles y Restaurantes",179018,326944,407101
"1413","Tierra del Fuego","Mujer","Transporte, Almacenamiento y Comunicaciones",322565,NA,511940
"1414","Tierra del Fuego","Mujer","Intermediación Financiera",743920,NA,614848
"1415","Tierra del Fuego","Mujer","Administración Pública y Defensa",804277,507604,977420
"1416","Tierra del Fuego","Mujer","Enseñanza",554874,267712,449040
"1417","Tierra del Fuego","Mujer","Servicios Sociales y de Salud",476747,815410,455945
"1418","Tierra del Fuego","Mujer","Servicio Doméstico",155348,76071,203467
"1419","Tocopilla","Hombre","Agricultura, Ganadería, Caza y Silvicultura",328200,NA,NA
"1420","Tocopilla","Hombre","Pesca",438740,168119,223787
"1421","Tocopilla","Hombre","Explotación de Minas y Canteras",496430,509346,581873
"1422","Tocopilla","Hombre","Industrias Manufactureras",394597,395348,739444
"1423","Tocopilla","Hombre","Electricidad, Gas y Agua",591018,537361,857150
"1424","Tocopilla","Hombre","Construcción",417302,436543,363083
"1425","Tocopilla","Hombre","Comercio",408782,351798,530202
"1426","Tocopilla","Hombre","Hoteles y Restaurantes",274902,248611,436387
"1427","Tocopilla","Hombre","Transporte, Almacenamiento y Comunicaciones",538719,429826,493482
"1428","Tocopilla","Hombre","Intermediación Financiera",218800,465091,1073333
"1429","Tocopilla","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",472405,972135,451376
"1430","Tocopilla","Hombre","Administración Pública y Defensa",703575,973170,660307
"1431","Tocopilla","Hombre","Enseñanza",923801,716107,551401
"1432","Tocopilla","Hombre","Servicios Sociales y de Salud",451631,164835,453229
"1433","Tocopilla","Hombre","Otras Actividades de Servicios",164320,300000,333602
"1434","Tocopilla","Mujer","Pesca",321854,180556,192360
"1435","Tocopilla","Mujer","Explotación de Minas y Canteras",430989,1220776,372240
"1436","Tocopilla","Mujer","Industrias Manufactureras",368689,270000,588718
"1437","Tocopilla","Mujer","Electricidad, Gas y Agua",218800,360000,NA
"1438","Tocopilla","Mujer","Construcción",437600,221346,754453
"1439","Tocopilla","Mujer","Comercio",463690,164127,255246
"1440","Tocopilla","Mujer","Hoteles y Restaurantes",253035,251120,227681
"1441","Tocopilla","Mujer","Transporte, Almacenamiento y Comunicaciones",236304,NA,281435
"1442","Tocopilla","Mujer","Intermediación Financiera",191450,500000,544643
"1443","Tocopilla","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",428498,194118,433825
"1444","Tocopilla","Mujer","Administración Pública y Defensa",291172,444421,598256
"1445","Tocopilla","Mujer","Enseñanza",609449,462000,475591
"1446","Tocopilla","Mujer","Servicios Sociales y de Salud",332612,385128,427254
"1447","Tocopilla","Mujer","Otras Actividades de Servicios",339420,288327,445748
"1448","Tocopilla","Mujer","Servicio Doméstico",226957,94493,239951
"1449","Última Esperanza","Hombre","Agricultura, Ganadería, Caza y Silvicultura",244641,347350,547090
"1450","Última Esperanza","Hombre","Pesca",298784,369136,451549
"1451","Última Esperanza","Hombre","Explotación de Minas y Canteras",545713,296244,575000
"1452","Última Esperanza","Hombre","Industrias Manufactureras",1463370,307138,407554
"1453","Última Esperanza","Hombre","Construcción",388821,544101,405301
"1454","Última Esperanza","Hombre","Comercio",441301,247532,345919
"1455","Última Esperanza","Hombre","Hoteles y Restaurantes",461853,1352233,486181
"1456","Última Esperanza","Hombre","Transporte, Almacenamiento y Comunicaciones",714451,236216,498039
"1457","Última Esperanza","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",410800,264615,685086
"1458","Última Esperanza","Hombre","Administración Pública y Defensa",546700,583795,679295
"1459","Última Esperanza","Hombre","Enseñanza",619633,1589827,831980
"1460","Última Esperanza","Hombre","Servicios Sociales y de Salud",313205,322308,376810
"1461","Última Esperanza","Hombre","Otras Actividades de Servicios",247465,383486,412376
"1462","Última Esperanza","Hombre","Servicio Doméstico",204340,NA,NA
"1463","Última Esperanza","Mujer","Agricultura, Ganadería, Caza y Silvicultura",153562,NA,1221379
"1464","Última Esperanza","Mujer","Pesca",60170,NA,275450
"1465","Última Esperanza","Mujer","Industrias Manufactureras",216339,266000,270251
"1466","Última Esperanza","Mujer","Comercio",233805,219028,326984
"1467","Última Esperanza","Mujer","Hoteles y Restaurantes",348504,274082,292050
"1468","Última Esperanza","Mujer","Transporte, Almacenamiento y Comunicaciones",250428,208261,434517
"1469","Última Esperanza","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",1165158,274956,294919
"1470","Última Esperanza","Mujer","Administración Pública y Defensa",549738,377323,481207
"1471","Última Esperanza","Mujer","Enseñanza",320624,318788,585607
"1472","Última Esperanza","Mujer","Servicios Sociales y de Salud",181413,1198716,386269
"1473","Última Esperanza","Mujer","Otras Actividades de Servicios",639933,365349,339921
"1474","Última Esperanza","Mujer","Servicio Doméstico",146070,161931,148991
"1475","Valdivia","Hombre","Agricultura, Ganadería, Caza y Silvicultura",303209,217997,292798
"1476","Valdivia","Hombre","Pesca",292398,175370,325177
"1477","Valdivia","Hombre","Explotación de Minas y Canteras",385142,375420,485463
"1478","Valdivia","Hombre","Industrias Manufactureras",352183,281349,453497
"1479","Valdivia","Hombre","Electricidad, Gas y Agua",497307,924327,353299
"1480","Valdivia","Hombre","Construcción",313943,310033,334407
"1481","Valdivia","Hombre","Comercio",349492,275130,306858
"1482","Valdivia","Hombre","Hoteles y Restaurantes",401394,323343,314031
"1483","Valdivia","Hombre","Transporte, Almacenamiento y Comunicaciones",427993,342266,352179
"1484","Valdivia","Hombre","Intermediación Financiera",639343,539328,610225
"1485","Valdivia","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",557009,535140,717196
"1486","Valdivia","Hombre","Administración Pública y Defensa",504440,740772,622327
"1487","Valdivia","Hombre","Enseñanza",634400,540297,501754
"1488","Valdivia","Hombre","Servicios Sociales y de Salud",713285,563947,578626
"1489","Valdivia","Hombre","Otras Actividades de Servicios",386261,318506,648993
"1490","Valdivia","Hombre","Servicio Doméstico",202582,197658,139540
"1491","Valdivia","Hombre","Organizaciones y Órganos Extraterritoriales",259681,380000,NA
"1492","Valdivia","Mujer","Agricultura, Ganadería, Caza y Silvicultura",233178,180861,286024
"1493","Valdivia","Mujer","Pesca",204148,180829,492157
"1494","Valdivia","Mujer","Explotación de Minas y Canteras",175040,20000,NA
"1495","Valdivia","Mujer","Industrias Manufactureras",304970,185769,195385
"1496","Valdivia","Mujer","Electricidad, Gas y Agua",254050,232927,413692
"1497","Valdivia","Mujer","Construcción",395512,277742,557529
"1498","Valdivia","Mujer","Comercio",237457,195531,232430
"1499","Valdivia","Mujer","Hoteles y Restaurantes",282740,201515,180869
"1500","Valdivia","Mujer","Transporte, Almacenamiento y Comunicaciones",399491,268230,386443
"1501","Valdivia","Mujer","Intermediación Financiera",411090,447803,727988
"1502","Valdivia","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",455388,401600,603302
"1503","Valdivia","Mujer","Administración Pública y Defensa",504319,495967,614220
"1504","Valdivia","Mujer","Enseñanza",500676,411968,470206
"1505","Valdivia","Mujer","Servicios Sociales y de Salud",479909,442305,473088
"1506","Valdivia","Mujer","Otras Actividades de Servicios",433194,227273,215332
"1507","Valdivia","Mujer","Servicio Doméstico",141475,136120,154737
"1508","Valparaíso","Hombre","Agricultura, Ganadería, Caza y Silvicultura",210847,763887,783943
"1509","Valparaíso","Hombre","Pesca",359911,203522,473597
"1510","Valparaíso","Hombre","Explotación de Minas y Canteras",903236,946474,956493
"1511","Valparaíso","Hombre","Industrias Manufactureras",412719,591904,507214
"1512","Valparaíso","Hombre","Electricidad, Gas y Agua",361699,745314,1336298
"1513","Valparaíso","Hombre","Construcción",384711,354450,423682
"1514","Valparaíso","Hombre","Comercio",359603,282910,377510
"1515","Valparaíso","Hombre","Hoteles y Restaurantes",357706,279119,318720
"1516","Valparaíso","Hombre","Transporte, Almacenamiento y Comunicaciones",523160,633828,516636
"1517","Valparaíso","Hombre","Intermediación Financiera",1148653,1211577,1069603
"1518","Valparaíso","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",682424,808465,592864
"1519","Valparaíso","Hombre","Administración Pública y Defensa",477852,545662,815379
"1520","Valparaíso","Hombre","Enseñanza",413134,604426,642290
"1521","Valparaíso","Hombre","Servicios Sociales y de Salud",885079,711552,930665
"1522","Valparaíso","Hombre","Otras Actividades de Servicios",471909,339145,338959
"1523","Valparaíso","Hombre","Servicio Doméstico",260968,223463,265914
"1524","Valparaíso","Mujer","Agricultura, Ganadería, Caza y Silvicultura",291651,281240,247806
"1525","Valparaíso","Mujer","Pesca",196920,265580,NA
"1526","Valparaíso","Mujer","Explotación de Minas y Canteras",1094000,1331946,1758320
"1527","Valparaíso","Mujer","Industrias Manufactureras",316322,190210,257798
"1528","Valparaíso","Mujer","Construcción",923985,251228,467619
"1529","Valparaíso","Mujer","Comercio",278116,216857,259394
"1530","Valparaíso","Mujer","Hoteles y Restaurantes",351294,215731,251326
"1531","Valparaíso","Mujer","Transporte, Almacenamiento y Comunicaciones",407249,360357,380065
"1532","Valparaíso","Mujer","Intermediación Financiera",1659478,761887,916247
"1533","Valparaíso","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",401241,395564,540305
"1534","Valparaíso","Mujer","Administración Pública y Defensa",495192,565881,602361
"1535","Valparaíso","Mujer","Enseñanza",442344,427693,493867
"1536","Valparaíso","Mujer","Servicios Sociales y de Salud",374439,511374,497691
"1537","Valparaíso","Mujer","Otras Actividades de Servicios",433417,231976,284578
"1538","Valparaíso","Mujer","Servicio Doméstico",141966,158077,183194
"1539","Valparaíso","Mujer","Organizaciones y Órganos Extraterritoriales",765800,NA,NA
